timestamp,u_propeller_pwm,u_rudder_pwm,x,y,yaw
0.000000000000000000e+00,1.500000000000000000e+03,1.500000000000000000e+03,-1.165010554496590078e+00,3.053797510420511729e-01,1.616532318589911199e+00
1.799999999999999864e-02,1.500000000000000000e+03,1.500000000000000000e+03,-1.165010554496590078e+00,3.053797510420511729e-01,1.616532318589911199e+00
3.500000000000000333e-02,1.500000000000000000e+03,1.500000000000000000e+03,-1.165010554496590078e+00,3.053797510420511729e-01,1.616532318589911199e+00
5.199999999999999761e-02,1.500000000000000000e+03,1.500000000000000000e+03,-1.165355133420153066e+00,3.068458779874690956e-01,1.616273756622591984e+00
6.900000000000000577e-02,1.500000000000000000e+03,1.500000000000000000e+03,-1.165355133420153066e+00,3.068458779874690956e-01,1.616273756622591984e+00
8.599999999999999312e-02,1.500000000000000000e+03,1.500000000000000000e+03,-1.165355133420153066e+00,3.068458779874690956e-01,1.616273756622591984e+00
1.029999999999999943e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165355133420153066e+00,3.068458779874690956e-01,1.616273756622591984e+00
1.199999999999999956e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165355133420153066e+00,3.068458779874690956e-01,1.616273756622591984e+00
1.380000000000000115e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165728387619254569e+00,3.068546884609802960e-01,1.628190144444150889e+00
1.539999999999999980e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165728387619254569e+00,3.068546884609802960e-01,1.628190144444150889e+00
1.719999999999999862e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165728387619254569e+00,3.068546884609802960e-01,1.628190144444150889e+00
1.890000000000000013e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165833977339072902e+00,3.078302267980089768e-01,1.623151927685368534e+00
2.059999999999999887e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.165833977339072902e+00,3.078302267980089768e-01,1.623151927685368534e+00
2.230000000000000038e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166207376954369934e+00,3.078390530804365754e-01,1.619856944336565352e+00
2.399999999999999911e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166207376954369934e+00,3.078390530804365754e-01,1.619856944336565352e+00
2.580000000000000071e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166207376954369934e+00,3.078390530804365754e-01,1.619856944336565352e+00
2.750000000000000222e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166207376954369934e+00,3.078390530804365754e-01,1.619856944336565352e+00
2.919999999999999818e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166580777583289930e+00,3.078478775205103490e-01,1.619856944336565352e+00
3.089999999999999969e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166580777583289930e+00,3.078478775205103490e-01,1.619856944336565352e+00
3.270000000000000129e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166580777583289930e+00,3.078478775205103490e-01,1.619856944336565352e+00
3.439999999999999725e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166580777583289930e+00,3.078478775205103490e-01,1.619856944336565352e+00
3.609999999999999876e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166580777583289930e+00,3.078478775205103490e-01,1.619856944336565352e+00
3.780000000000000027e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166848155964614886e+00,3.068811086819457357e-01,1.616890397619121789e+00
3.950000000000000178e-01,1.500000000000000000e+03,1.500000000000000000e+03,-1.166848155964614886e+00,3.068811086819457357e-01,1.616890397619121789e+00
