timestamp,x,y,pwm_prop,pwm_rudder
2.100000000000000130e-02,9.783303493125039552e-02,3.054517652954196749e-01,1.620000000000000000e+03,1.850000000000000000e+03
5.399999999999999939e-02,9.783303493125039552e-02,3.054517652954196749e-01,1.620000000000000000e+03,1.850000000000000000e+03
8.799999999999999489e-02,9.228576394575301045e-02,3.068071542011910346e-01,1.620000000000000000e+03,1.850000000000000000e+03
1.219999999999999973e-01,8.701490540613172897e-02,3.080125230250880253e-01,1.620000000000000000e+03,1.850000000000000000e+03
1.559999999999999998e-01,8.701490540613172897e-02,3.080125230250880253e-01,1.620000000000000000e+03,1.850000000000000000e+03
1.890000000000000013e-01,8.218394883582526289e-02,3.105482281124247179e-01,1.620000000000000000e+03,1.850000000000000000e+03
2.230000000000000038e-01,8.218394883582526289e-02,3.105482281124247179e-01,1.620000000000000000e+03,1.850000000000000000e+03
2.570000000000000062e-01,7.659768393906457584e-02,3.113154549483026501e-01,1.620000000000000000e+03,1.850000000000000000e+03
2.909999999999999809e-01,7.659768393906457584e-02,3.113154549483026501e-01,1.620000000000000000e+03,1.850000000000000000e+03
3.240000000000000102e-01,5.513454784013230997e-02,3.160414754608540933e-01,1.620000000000000000e+03,1.850000000000000000e+03
3.579999999999999849e-01,5.513454784013230997e-02,3.160414754608540933e-01,1.620000000000000000e+03,1.850000000000000000e+03
3.920000000000000151e-01,4.994856039186724300e-02,3.184265316821781600e-01,1.620000000000000000e+03,1.850000000000000000e+03
4.259999999999999898e-01,4.413146609162054562e-02,3.163405920853002984e-01,1.620000000000000000e+03,1.850000000000000000e+03
4.600000000000000200e-01,4.413146609162054562e-02,3.163405920853002984e-01,1.620000000000000000e+03,1.850000000000000000e+03
4.939999999999999947e-01,3.897244508493576121e-02,3.198179766574413274e-01,1.620000000000000000e+03,1.850000000000000000e+03
5.280000000000000249e-01,3.897244508493576121e-02,3.198179766574413274e-01,1.620000000000000000e+03,1.850000000000000000e+03
5.610000000000000542e-01,3.377031094500932557e-02,3.210416310071181889e-01,1.620000000000000000e+03,1.850000000000000000e+03
5.949999999999999734e-01,3.377031094500932557e-02,3.210416310071181889e-01,1.620000000000000000e+03,1.850000000000000000e+03
6.290000000000000036e-01,2.878698692867294809e-02,3.245319227352846392e-01,1.620000000000000000e+03,1.850000000000000000e+03
6.620000000000000329e-01,2.308509553285242183e-02,3.229528186158662217e-01,1.620000000000000000e+03,1.850000000000000000e+03
6.959999999999999520e-01,2.308509553285242183e-02,3.229528186158662217e-01,1.620000000000000000e+03,1.850000000000000000e+03
7.289999999999999813e-01,2.308509553285242183e-02,3.229528186158662217e-01,1.620000000000000000e+03,1.850000000000000000e+03
7.650000000000000133e-01,1.868528358112203462e-03,3.291818930723877101e-01,1.620000000000000000e+03,1.850000000000000000e+03
7.990000000000000435e-01,1.868528358112203462e-03,3.291818930723877101e-01,1.620000000000000000e+03,1.850000000000000000e+03
8.329999999999999627e-01,1.868528358112203462e-03,3.291818930723877101e-01,1.620000000000000000e+03,1.850000000000000000e+03
8.659999999999999920e-01,-3.441578794733370517e-03,3.286667146006348461e-01,1.620000000000000000e+03,1.850000000000000000e+03
9.000000000000000222e-01,-3.441578794733370517e-03,3.286667146006348461e-01,1.620000000000000000e+03,1.850000000000000000e+03
9.340000000000000524e-01,-3.441578794733370517e-03,3.286667146006348461e-01,1.620000000000000000e+03,1.850000000000000000e+03
9.669999999999999707e-01,-9.169781534666052863e-03,3.287196668663521226e-01,1.620000000000000000e+03,1.850000000000000000e+03
1.000999999999999890e+00,-9.169781534666052863e-03,3.287196668663521226e-01,1.620000000000000000e+03,1.850000000000000000e+03
1.034999999999999920e+00,-9.169781534666052863e-03,3.287196668663521226e-01,1.620000000000000000e+03,1.850000000000000000e+03
1.070000000000000062e+00,-3.079769839126046682e-02,3.349290191866174937e-01,1.620000000000000000e+03,1.850000000000000000e+03
