timestamp,u_propeller_pwm,u_rudder_pwm,x,y,yaw
1.600000000000000033e-02,1.675000000000000000e+03,1.500000000000000000e+03,1.828935247894760030e+00,-1.210773825972637496e+00,1.973788922076663788e+00
3.300000000000000155e-02,1.675000000000000000e+03,1.500000000000000000e+03,1.826831077786034596e+00,-1.212151995294982409e+00,1.975021900719854617e+00
5.000000000000000278e-02,1.675000000000000000e+03,1.500000000000000000e+03,1.816058575495485217e+00,-1.213868058675570349e+00,1.959788374081403495e+00
6.700000000000000400e-02,1.675000000000000000e+03,1.500000000000000000e+03,1.816058575495485217e+00,-1.213868058675570349e+00,1.959788374081403495e+00
8.400000000000000522e-02,1.675000000000000000e+03,1.500000000000000000e+03,1.816058575495485217e+00,-1.213868058675570349e+00,1.959788374081403495e+00
1.010000000000000064e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.809566752753730690e+00,-1.214306503797379921e+00,1.954963955172636991e+00
1.179999999999999938e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.804712017279721081e+00,-1.216291731384129271e+00,1.949828679168551071e+00
1.350000000000000089e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.804712017279721081e+00,-1.216291731384129271e+00,1.949828679168551071e+00
1.519999999999999962e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.802887446376042035e+00,-1.216943573920616917e+00,1.945598997526409191e+00
1.700000000000000122e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.802887446376042035e+00,-1.216943573920616917e+00,1.945598997526409191e+00
1.869999999999999996e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.800400456220189183e+00,-1.216829451352495539e+00,1.946077762970020997e+00
2.039999999999999869e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.800400456220189183e+00,-1.216829451352495539e+00,1.946077762970020997e+00
2.210000000000000020e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.800400456220189183e+00,-1.216829451352495539e+00,1.946077762970020997e+00
2.379999999999999893e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.797954960155097925e+00,-1.217452601428601788e+00,1.946556359179511642e+00
2.550000000000000044e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.791243792237803056e+00,-1.219349491344874803e+00,1.937291488273407136e+00
2.720000000000000195e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.791243792237803056e+00,-1.219349491344874803e+00,1.937291488273407136e+00
2.889999999999999791e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.789111495517078376e+00,-1.219986174734229767e+00,1.939251718940416813e+00
3.059999999999999942e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.783872621677983661e+00,-1.220480154142992824e+00,1.934394417879318873e+00
3.230000000000000093e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.783872621677983661e+00,-1.220480154142992824e+00,1.934394417879318873e+00
3.400000000000000244e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.783872621677983661e+00,-1.220480154142992824e+00,1.934394417879318873e+00
3.569999999999999840e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.781075945950217232e+00,-1.220351853827832844e+00,1.934877688573063859e+00
3.750000000000000000e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.778279039235281633e+00,-1.220223523228354257e+00,1.929515756570249208e+00
3.920000000000000151e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.778279039235281633e+00,-1.220223523228354257e+00,1.929515756570249208e+00
4.089999999999999747e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.778279039235281633e+00,-1.220223523228354257e+00,1.929515756570249208e+00
4.259999999999999898e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.770819491409318713e+00,-1.219881161698950223e+00,1.930970767602579352e+00
4.430000000000000049e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.767804159138019360e+00,-1.221210972713788756e+00,1.929941237995278724e+00
4.610000000000000209e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.767804159138019360e+00,-1.221210972713788756e+00,1.929941237995278724e+00
4.779999999999999805e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.765270821428803760e+00,-1.220360680824369659e+00,1.926076492228015136e+00
4.949999999999999956e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.759101369179000951e+00,-1.220811497688210956e+00,1.931638291330707524e+00
5.120000000000000107e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.759101369179000951e+00,-1.220811497688210956e+00,1.931638291330707524e+00
5.300000000000000266e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.759101369179000951e+00,-1.220811497688210956e+00,1.931638291330707524e+00
5.470000000000000417e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.739149462631079057e+00,-1.219160723803199176e+00,1.933526127592167354e+00
5.639999999999999458e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.735727313060995591e+00,-1.219003407337588385e+00,1.934251882698782454e+00
5.809999999999999609e-01,1.675000000000000000e+03,1.500000000000000000e+03,1.727014822444896236e+00,-1.218602784891551050e+00,1.935943808982806047e+00
