timestamp,x,y,pwm_prop,pwm_rudder
1.799999999999999864e-02,7.762631842186719089e-01,-2.368899452922927917e-01,1.600000000000000000e+03,1.850000000000000000e+03
5.099999999999999672e-02,7.762631842186719089e-01,-2.368899452922927917e-01,1.600000000000000000e+03,1.850000000000000000e+03
8.500000000000000611e-02,7.788041021465780256e-01,-2.340290013134170843e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.189999999999999947e-01,7.788041021465780256e-01,-2.340290013134170843e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.529999999999999971e-01,7.827104516508138765e-01,-2.219044081594656326e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.859999999999999987e-01,7.827104516508138765e-01,-2.219044081594656326e-01,1.600000000000000000e+03,1.850000000000000000e+03
2.200000000000000011e-01,7.823107518287680806e-01,-2.185426827344626455e-01,1.600000000000000000e+03,1.850000000000000000e+03
2.540000000000000036e-01,7.822865364373980945e-01,-2.152871429042802487e-01,1.600000000000000000e+03,1.850000000000000000e+03
2.869999999999999774e-01,7.822865364373980945e-01,-2.152871429042802487e-01,1.600000000000000000e+03,1.850000000000000000e+03
3.210000000000000075e-01,7.864517145443276069e-01,-2.128236920515516328e-01,1.600000000000000000e+03,1.850000000000000000e+03
3.549999999999999822e-01,7.864517145443276069e-01,-2.128236920515516328e-01,1.600000000000000000e+03,1.850000000000000000e+03
3.890000000000000124e-01,7.867951930069699840e-01,-2.096872844277501979e-01,1.600000000000000000e+03,1.850000000000000000e+03
4.229999999999999871e-01,7.867951930069699840e-01,-2.096872844277501979e-01,1.600000000000000000e+03,1.850000000000000000e+03
4.570000000000000173e-01,7.906500172059890419e-01,-1.971282080444398677e-01,1.600000000000000000e+03,1.850000000000000000e+03
4.899999999999999911e-01,7.906500172059890419e-01,-1.971282080444398677e-01,1.600000000000000000e+03,1.850000000000000000e+03
5.240000000000000213e-01,7.831959613807127907e-01,-1.921757828259531564e-01,1.600000000000000000e+03,1.850000000000000000e+03
5.580000000000000515e-01,7.831959613807127907e-01,-1.921757828259531564e-01,1.600000000000000000e+03,1.850000000000000000e+03
5.909999999999999698e-01,7.865057033624238692e-01,-1.896903174374411916e-01,1.600000000000000000e+03,1.850000000000000000e+03
6.250000000000000000e-01,7.865057033624238692e-01,-1.896903174374411916e-01,1.600000000000000000e+03,1.850000000000000000e+03
6.590000000000000302e-01,7.836564340672503848e-01,-1.857215961891240386e-01,1.600000000000000000e+03,1.850000000000000000e+03
6.929999999999999494e-01,7.836564340672503848e-01,-1.857215961891240386e-01,1.600000000000000000e+03,1.850000000000000000e+03
7.269999999999999796e-01,7.849184513365836668e-01,-1.825888856418045880e-01,1.600000000000000000e+03,1.850000000000000000e+03
7.610000000000000098e-01,7.849184513365836668e-01,-1.825888856418045880e-01,1.600000000000000000e+03,1.850000000000000000e+03
7.950000000000000400e-01,7.901874966099546871e-01,-1.705515803123998642e-01,1.600000000000000000e+03,1.850000000000000000e+03
8.279999999999999583e-01,7.859899283805684700e-01,-1.664983742379691767e-01,1.600000000000000000e+03,1.850000000000000000e+03
8.619999999999999885e-01,7.859899283805684700e-01,-1.664983742379691767e-01,1.600000000000000000e+03,1.850000000000000000e+03
8.960000000000000187e-01,7.904839323407776286e-01,-1.640433176532359039e-01,1.600000000000000000e+03,1.850000000000000000e+03
9.300000000000000488e-01,7.904839323407776286e-01,-1.640433176532359039e-01,1.600000000000000000e+03,1.850000000000000000e+03
9.639999999999999680e-01,7.880214234235203286e-01,-1.602542385052832807e-01,1.600000000000000000e+03,1.850000000000000000e+03
9.979999999999999982e-01,7.880214234235203286e-01,-1.602542385052832807e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.032000000000000028e+00,7.889929046699918347e-01,-1.573172661041928877e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.066000000000000059e+00,7.889929046699918347e-01,-1.573172661041928877e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.100000000000000089e+00,7.902195492437296132e-01,-1.542998872146251477e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.133000000000000007e+00,7.902195492437296132e-01,-1.542998872146251477e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.167000000000000037e+00,7.958605995771500519e-01,-1.419336114863163079e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.201000000000000068e+00,7.958605995771500519e-01,-1.419336114863163079e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.235999999999999988e+00,7.919208830670801946e-01,-1.380656504064523837e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.268999999999999906e+00,7.948017670961589065e-01,-1.350194432044600767e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.304000000000000048e+00,7.948017670961589065e-01,-1.350194432044600767e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.338000000000000078e+00,7.948017670961589065e-01,-1.350194432044600767e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.370999999999999996e+00,7.951888996112974617e-01,-1.317006682879478807e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.405000000000000027e+00,7.938536771007959070e-01,-1.185301519042470386e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.439000000000000057e+00,7.938536771007959070e-01,-1.185301519042470386e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.473000000000000087e+00,7.981630790910472228e-01,-1.157850985150120499e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.506999999999999895e+00,7.981630790910472228e-01,-1.157850985150120499e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.540999999999999925e+00,7.900387793595221586e-01,-1.110896246569781781e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.574999999999999956e+00,7.900387793595221586e-01,-1.110896246569781781e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.608000000000000096e+00,7.926397318844754514e-01,-1.082592941398081154e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.641999999999999904e+00,7.926397318844754514e-01,-1.082592941398081154e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.675999999999999934e+00,7.934396050973412384e-01,-1.052761573574032133e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.709999999999999964e+00,7.934396050973412384e-01,-1.052761573574032133e-01,1.600000000000000000e+03,1.850000000000000000e+03
1.743999999999999995e+00,7.961137350548609382e-01,-9.224747290906513963e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.776999999999999913e+00,7.961137350548609382e-01,-9.224747290906513963e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.810999999999999943e+00,7.986481367851160362e-01,-8.932854872396596424e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.844999999999999973e+00,7.950187062308032848e-01,-8.541414269467016707e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.877999999999999892e+00,7.950187062308032848e-01,-8.541414269467016707e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.911999999999999922e+00,7.957795297015772817e-01,-8.245904988618286968e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.945999999999999952e+00,7.957795297015772817e-01,-8.245904988618286968e-02,1.600000000000000000e+03,1.850000000000000000e+03
1.979999999999999982e+00,7.942237686968096622e-01,-7.899454724917928661e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.012999999999999901e+00,7.942237686968096622e-01,-7.899454724917928661e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.047000000000000153e+00,7.968722538236499009e-01,-7.576067064914270011e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.080999999999999961e+00,7.968722538236499009e-01,-7.576067064914270011e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.113999999999999879e+00,7.889445381354367459e-01,-6.209463248762460419e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.148000000000000131e+00,7.889445381354367459e-01,-6.209463248762460419e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.181999999999999940e+00,7.965890892772473642e-01,-5.950465890432220933e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.216000000000000192e+00,7.965890892772473642e-01,-5.950465890432220933e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.250000000000000000e+00,7.952329962392555851e-01,-5.610612428678284080e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.282999999999999918e+00,7.952329962392555851e-01,-5.610612428678284080e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.317000000000000171e+00,7.949961348961004370e-01,-5.304649075760090038e-02,1.600000000000000000e+03,1.850000000000000000e+03
2.350999999999999979e+00,7.937954259007555802e-01,-4.937534468123641607e-02,1.600000000000000000e+03,1.850000000000000000e+03
